exercise_key,age_bucket,Gender,BMI_bucket,count,avg_calories,avg_duration,median_intensity,cal_norm,int_norm,score
exercise 2,46-60,Female,overweight,21,331.88362133333334,45.38095238095238,7.0,0.915133558130667,0.875,0.8990801348784001
exercise 7,46-60,Female,overweight,13,300.3833069615385,36.61538461538461,8.0,0.8282748133167965,1.0,0.8969648879900779
exercise 3,46-60,Female,overweight,31,316.5635980806452,36.38709677419355,7.0,0.8728902339992963,0.875,0.8737341403995778
exercise 9,46-60,Female,overweight,14,362.66140432142856,35.857142857142854,5.0,1.0,0.625,0.85
exercise 6,46-60,Female,obese,22,299.09151664545453,45.40909090909091,7.0,0.8247128398046137,0.875,0.8448277038827683
exercise 2,46-60,Female,normal,27,296.7610434111111,42.370370370370374,7.0,0.8182868093349419,0.875,0.8409720856009651
exercise 8,46-60,Female,overweight,35,326.06892304,40.91428571428571,6.0,0.8991001500424445,0.75,0.8394600900254667
exercise 1,46-60,Female,overweight,23,293.0578458086956,40.26086956521739,7.0,0.8080756383686118,0.875,0.8348453830211671
exercise 3,46-60,Female,obese,24,317.95805709166666,40.375,6.0,0.8767353054472234,0.75,0.8260411832683341
exercise 5,46-60,Female,obese,17,315.6664352411765,41.88235294117647,6.0,0.8704164035095386,0.75,0.8222498421057232
exercise 10,46-60,Female,normal,32,313.77934388125,41.625,6.0,0.8652129510951374,0.75,0.8191277706570824
exercise 4,46-60,Female,normal,29,309.60085743793104,38.241379310344826,6.0,0.8536912220290481,0.75,0.8122147332174289
exercise 4,46-60,Female,overweight,17,301.8031194882353,40.294117647058826,6.0,0.8321897943701386,0.75,0.7993138766220832
exercise 6,46-60,Female,normal,33,327.53720287878787,42.54545454545455,5.0,0.9031487745205169,0.625,0.7918892647123101
exercise 10,46-60,Female,overweight,21,293.9442918238095,43.333333333333336,6.0,0.8105199183624329,0.75,0.7863119510174598
exercise 7,46-60,Female,obese,33,321.56677583333334,39.303030303030305,5.0,0.886685961068874,0.625,0.7820115766413244
exercise 1,46-60,Female,obese,28,319.9622791857143,40.392857142857146,5.0,0.882261733322276,0.625,0.7793570399933656
exercise 8,46-60,Female,normal,25,279.04476624800003,38.84,6.0,0.7694360715613435,0.75,0.7616616429368062
exercise 2,46-60,Female,obese,19,305.4274817631579,39.473684210526315,5.0,0.842183585360123,0.625,0.7553101512160738
exercise 4,46-60,Female,obese,29,300.8753170827586,37.758620689655174,5.0,0.8296314785570382,0.625,0.7477788871342229
exercise 7,46-60,Female,normal,26,284.13597621538463,39.30769230769231,5.5,0.7834745380392162,0.6875,0.7450847228235298
exercise 9,46-60,Female,obese,23,328.0154889478261,40.0,4.0,0.9044675971560083,0.5,0.7426805582936049
exercise 9,46-60,Female,normal,33,285.6061788151515,37.63636363636363,5.0,0.7875284643248593,0.625,0.7225170785949155
exercise 1,46-60,Female,normal,28,314.34306100357145,40.5,4.0,0.8667673407147778,0.5,0.7200604044288668
exercise 3,46-60,Female,normal,17,279.7811324941176,36.64705882352941,5.0,0.771466522657995,0.625,0.712879913594797
exercise 5,46-60,Female,overweight,24,278.98684029583336,39.791666666666664,5.0,0.7692763469491394,0.625,0.7115658081694836
exercise 5,46-60,Female,normal,26,307.67163099615385,38.23076923076923,4.0,0.8483715866369475,0.5,0.7090229519821685
exercise 10,46-60,Female,obese,25,274.67402926,42.24,5.0,0.7573842321984589,0.625,0.7044305393190753
exercise 6,46-60,Female,overweight,21,306.8845333904762,34.19047619047619,3.0,0.846201249247033,0.375,0.6577207495482198
exercise 8,46-60,Female,obese,20,252.889733785,40.85,4.5,0.6973163694057243,0.5625,0.6433898216434346
exercise 8,46-60,Female,underweight,0,,,,0.0,0.0,0.0
exercise 9,46-60,Female,underweight,0,,,,0.0,0.0,0.0
exercise 1,46-60,Female,underweight,0,,,,0.0,0.0,0.0
exercise 7,46-60,Female,underweight,0,,,,0.0,0.0,0.0
exercise 6,46-60,Female,underweight,0,,,,0.0,0.0,0.0
exercise 4,46-60,Female,underweight,0,,,,0.0,0.0,0.0
exercise 3,46-60,Female,underweight,0,,,,0.0,0.0,0.0
exercise 2,46-60,Female,underweight,0,,,,0.0,0.0,0.0
exercise 10,46-60,Female,underweight,0,,,,0.0,0.0,0.0
exercise 5,46-60,Female,underweight,0,,,,0.0,0.0,0.0
