exercise_key,age_bucket,Gender,BMI_bucket,count,avg_calories,avg_duration,median_intensity,cal_norm,int_norm,score
exercise 4,31-45,Male,overweight,20,362.63669488,40.1,7.0,1.0,1.0,1.0
exercise 7,31-45,Male,normal,26,340.95731665384614,37.42307692307692,7.0,0.9402173620810002,1.0,0.9641304172486
exercise 1,31-45,Male,obese,17,301.2952057058824,40.23529411764706,7.0,0.8308458850409055,1.0,0.8985075310245433
exercise 4,31-45,Male,normal,17,323.31508264705883,40.11764705882353,6.0,0.8915674756909169,0.8571428571428571,0.8777976282716929
exercise 5,31-45,Male,obese,32,330.716806975,42.6875,5.5,0.9119783288462779,0.7857142857142857,0.861472711593481
exercise 4,31-45,Male,obese,16,341.388179025,44.75,5.0,0.9414054998983726,0.7142857142857142,0.8505575856533093
exercise 8,31-45,Male,obese,22,304.6603398318182,40.77272727272727,6.0,0.8401255144150077,0.8571428571428571,0.8469324515061475
exercise 9,31-45,Male,normal,34,268.4737174088236,39.705882352941174,7.0,0.7403379779248874,1.0,0.8442027867549324
exercise 3,31-45,Male,obese,17,301.3304762117647,40.76470588235294,6.0,0.83094314631198,0.8571428571428571,0.8414230306443309
exercise 2,31-45,Male,normal,21,300.7099462,39.095238095238095,6.0,0.8292319846437709,0.8571428571428571,0.8403963336434054
exercise 1,31-45,Male,normal,21,288.367941952381,37.80952380952381,6.0,0.795197910260584,0.8571428571428571,0.8199758890134932
exercise 2,31-45,Male,obese,25,284.948076676,38.12,6.0,0.7857673553149168,0.8571428571428571,0.8143175560460929
exercise 1,31-45,Male,overweight,22,332.96318888636364,38.40909090909091,4.5,0.9181729085539576,0.6428571428571428,0.8080466022752316
exercise 8,31-45,Male,overweight,18,280.3987998277778,40.22222222222222,6.0,0.7732223566635045,0.8571428571428571,0.8067905568552456
exercise 6,31-45,Male,obese,20,313.83862234,43.35,5.0,0.8654353703611054,0.7142857142857142,0.804975507930949
exercise 3,31-45,Male,normal,20,260.687556515,40.15,6.5,0.7188670098630368,0.9285714285714285,0.8027487773463935
exercise 7,31-45,Male,obese,19,343.91624878421055,40.21052631578947,4.0,0.9483768566168291,0.5714285714285714,0.797597542541526
exercise 9,31-45,Male,obese,17,304.4297545647059,41.35294117647059,5.0,0.8394896569015021,0.7142857142857142,0.7894080798551869
exercise 6,31-45,Male,normal,36,289.233034375,41.611111111111114,5.0,0.7975834725460147,0.7142857142857142,0.7642643692418944
exercise 2,31-45,Male,overweight,19,320.61351004736844,40.73684210526316,4.0,0.8841176708646723,0.5714285714285714,0.7590420310902319
exercise 6,31-45,Male,overweight,16,316.97675750625,36.75,4.0,0.8740890317543312,0.5714285714285714,0.7530248476240272
exercise 8,31-45,Male,normal,24,281.50395492083334,37.791666666666664,5.0,0.7762699111682169,0.7142857142857142,0.7514762324152158
exercise 10,31-45,Male,normal,26,277.7924590923077,39.42307692307692,5.0,0.7660351614009496,0.7142857142857142,0.7453353825548554
exercise 5,31-45,Male,overweight,14,259.0736422142857,35.857142857142854,5.5,0.7144165107174708,0.7857142857142857,0.7429356207161968
exercise 5,31-45,Male,normal,26,309.69080834615386,38.0,4.0,0.8539974379830303,0.5714285714285714,0.7409698913612467
exercise 9,31-45,Male,overweight,17,274.34470699411764,39.35294117647059,5.0,0.7565277062899026,0.7142857142857142,0.7396309094882272
exercise 10,31-45,Male,overweight,16,236.2328868375,38.0,6.0,0.6514312814252616,0.8571428571428571,0.7337159117122998
exercise 7,31-45,Male,overweight,20,286.25090449,40.6,4.5,0.7893600083265793,0.6428571428571428,0.7307588621388046
exercise 10,31-45,Male,obese,14,227.42377380714285,42.857142857142854,5.5,0.6271394401562136,0.7857142857142857,0.6905693783794424
exercise 3,31-45,Male,overweight,17,280.6766393470588,46.470588235294116,3.0,0.7739885215971799,0.42857142857142855,0.6358216843868794
exercise 8,31-45,Male,underweight,0,,,,0.0,0.0,0.0
exercise 9,31-45,Male,underweight,0,,,,0.0,0.0,0.0
exercise 1,31-45,Male,underweight,0,,,,0.0,0.0,0.0
exercise 7,31-45,Male,underweight,0,,,,0.0,0.0,0.0
exercise 6,31-45,Male,underweight,0,,,,0.0,0.0,0.0
exercise 4,31-45,Male,underweight,0,,,,0.0,0.0,0.0
exercise 3,31-45,Male,underweight,0,,,,0.0,0.0,0.0
exercise 2,31-45,Male,underweight,0,,,,0.0,0.0,0.0
exercise 10,31-45,Male,underweight,0,,,,0.0,0.0,0.0
exercise 5,31-45,Male,underweight,0,,,,0.0,0.0,0.0
